Genre,Publication Date,Author,Title,Rating,Ratings Count,Reviews Count,Author Info
GenresFantasyFictionScience FictionScience Fiction FantasyEpic FantasyHigh FantasyAudiobook ...more,"First published January 1, 1978",Roger Zelazny,The Courts of Chaos,4.18,"23,425 ratings",491 reviews,"Roger Zelazny730 books3,687 followers"
GenresFictionRussiaClassicsRussian LiteratureLiteratureNovels20th Century ...more,"First published January 1, 1937",Vladimir Nabokov,The Gift,3.99,"4,472 ratings",326 reviews,Vladimir Nabokov742 books13.7k followers
GenresHorrorYoung AdultFictionThrillerMysteryChildrensTeen ...more,"First published August 1, 1992",R.L. Stine,Beach House,3.71,"3,669 ratings",230 reviews,"R.L. Stine1,521 books17.3k followers"
GenresFantasyScience FictionFictionHistorical FictionScience Fiction FantasySpeculative FictionAudiobook ...more,"First published January 1, 1980",Octavia E. Butler,Wild Seed,4.21,"35,491 ratings","3,244 reviews",Octavia E. Butler95 books18.6k followers
GenresNonfictionMemoirHistoryBiographyBiography MemoirPoliticsSpanish Literature ...more,"First published January 1, 2001",Gioconda Belli,The Country Under My Skin: A Memoir of Love and War,4.23,"3,077 ratings",305 reviews,Gioconda Belli66 books729 followers
GenresUkrainian LiteraturePlaysHistorical FictionDrama,"First published January 1, 1929",Mykola Kulish,Sonata Pathetique,3.95,101 ratings,5 reviews,Mykola Kulish20 books7 followers
GenresAnimalsHorses,"First published August 1, 1996",Lois K. Szymanski,A Perfect Pony,3.74,38 ratings,8 reviews,Lois K. Szymanski28 books8 followers
GenresFictionBritish LiteratureClassics20th CenturyNovelsLiterature,"First published January 1, 1962",Barbara Comyns,The Skin Chairs,4.22,224 ratings,40 reviews,Barbara Comyns11 books270 followers
GenresPhilosophyEssaysMetaphysicsNonfiction,"First published January 1, 1908",John McTaggart Ellis McTaggart,The Unreality of Time,3.52,103 ratings,13 reviews,John McTaggart Ellis McTaggart61 books11 followers
GenresHistorySpainNonfictionSpanish Civil WarPoliticsWarEuropean History ...more,"First published January 1, 1978",Paul Preston,"The Spanish Civil War: Reaction, Revolution, and Revenge",3.99,"1,235 ratings",105 reviews,Paul Preston144 books224 followers
GenresFictionChessHistorical FictionGerman Literature,"First published January 1, 1998",Thomas Glavinic,Carl Haffners Liebe zum Unentschieden,3.99,221 ratings,13 reviews,Thomas Glavinic19 books131 followers
GenresPoliticsNonfictionPhilosophyTheoryHistoryRussiaLenin ...more,"First published January 1, 1902",Vladimir Lenin,What Is to Be Done?: Burning Questions of Our Movement,4.05,"3,891 ratings",278 reviews,"Vladimir Lenin1,839 books1,454 followers"
GenresPoetryHistoryNonfictionClassicsAsiaPoliticsChina ...more,"First published January 1, 1943",Hồ Chí Minh,Cuadernos de la cárcel,3.80,387 ratings,59 reviews,Hồ Chí Minh83 books93 followers
GenresCryptozoologyNonfictionMonsters,"First published January 1, 1968",F. W. Holiday,The Great Orm of Loch Ness,3.59,22 ratings,5 reviews,F. W. Holiday7 books
GenresScience FictionFictionFantasySpace OperaSpaceScience Fiction FantasySpeculative Fiction ...more,"First published June 1, 2000",James Alan Gardner,Hunted,4.09,687 ratings,33 reviews,James Alan Gardner62 books275 followers
GenresHistoryArchitectureNonfictionPicture BooksArtChildrensMedieval ...more,"First published January 1, 1973",David Macaulay,"Cathedral: The Story of Its Construction, Revised and in Full Color",4.26,"2,292 ratings",193 reviews,David Macaulay90 books348 followers
GenresFictionChildrensAdventureNovels,"First published January 1, 1972",Emma               Smith,No Way of Telling,4.08,76 ratings,22 reviews,Emma               Smith39 books5 followers
GenresRomanceFictionChick LitContemporaryHistorical FictionDramaNovels ...more,"First published January 1, 1981",Danielle Steel,Remembrance,3.95,"8,009 ratings",142 reviews,Danielle Steel826 books15k followers
GenresHistorical FictionFictionChildrensHistoricalClassicsMiddle GradeYoung Adult ...more,"First published January 1, 1995",Roger Lea MacBride,In the Land of the Big Red Apple,3.95,"8,707 ratings",78 reviews,Roger Lea MacBride57 books105 followers
GenresFictionChildrensMiddle GradeYoung AdultClassicsAdventureHistorical Fiction ...more,"First published January 1, 1957",Elizabeth Enright,Gone-Away Lake,4.14,"8,233 ratings",742 reviews,Elizabeth Enright43 books253 followers
GenresFictionIrelandIrish LiteratureNovels20th CenturyHistorical FictionContemporary ...more,"First published April 1, 1997",Edna O'Brien,Down by the River,3.81,673 ratings,84 reviews,"Edna O'Brien103 books1,238 followers"
GenresFictionBrazilMagical RealismPortuguese LiteratureRomanceClassics20th Century ...more,"First published January 1, 1969",Jorge Amado,Tent of Miracles,3.91,"1,234 ratings",136 reviews,"Jorge Amado134 books1,425 followers"
GenresHistorical RomanceRomanceHistoricalRegencyHistorical FictionRegency RomanceFiction ...more,"First published January 1, 1997",Christina Dodd,A Well Pleasured Lady,3.60,"1,979 ratings",105 reviews,"Christina Dodd136 books5,619 followers"
GenresYoung AdultFictionHorrorThrillerRomanceGothicDrama ...more,"First published October 1, 1999",V.C. Andrews,Cat,3.77,"3,457 ratings",57 reviews,"V.C. Andrews380 books8,385 followers"
GenresFantasyFictionHistorical FictionScience FictionHistoricalHorrorScience Fiction Fantasy ...more,"First published January 1, 1981",Michael Moorcock,The War Hound and the World's Pain,3.96,"1,669 ratings",123 reviews,"Michael Moorcock1,078 books3,455 followers"
GenresChildrensNovelsChapter BooksFictionMiddle GradeYoung AdultRealistic Fiction ...more,"First published October 1, 1971",Marilyn Sachs,The Bears' House,4.20,270 ratings,58 reviews,Marilyn Sachs53 books28 followers
GenresFictionRussiaClassicsRussian LiteratureLiteratureNovels20th Century ...more,"First published January 1, 1934",M. Ageyev,Novel with Cocaine,3.83,"3,208 ratings",237 reviews,M. Ageyev1 book
GenresScience FictionCyberpunkFictionSpace OperaShort StoriesSpeculative FictionScience Fiction Fantasy ...more,"First published December 1, 1996",Bruce Sterling,Schismatrix Plus,3.93,"4,897 ratings",248 reviews,"Bruce Sterling346 books1,133 followers"
GenresMysteryFictionThrillerMystery ThrillerCrimeAudiobookAdventure ...more,"First published January 1, 1990",Randy Wayne White,Sanibel Flats,3.87,"8,042 ratings",671 reviews,"Randy Wayne White103 books1,425 followers"
GenresChristian FictionHistorical FictionRomanceChristianFictionHistoricalChristian Romance ...more,"First published January 1, 1982",Janette Oke,Love's Long Journey,4.21,"13,186 ratings",308 reviews,"Janette Oke304 books3,139 followers"
GenresMysteryFictionHumorChick LitRomanceCrimeMystery Thriller ...more,"First published June 1, 1996",Janet Evanovich,Two for the Dough,4.11,"171,161 ratings","5,585 reviews",Janet Evanovich266 books38.9k followers
GenresPhilosophyPoliticsNonfiction,"First published January 1, 1992",Karl Popper,خلاصة القرن,3.56,226 ratings,43 reviews,"Karl Popper276 books1,563 followers"
GenresMysteryFictionThrillerSuspenseHorrorCrimeMystery Thriller ...more,"First published May 1, 1980",James Patterson,Cradle and All,3.84,"34,228 ratings","1,406 reviews","James Patterson1,138 books348k followers"
GenresFictionNovelsLiterary FictionAmericanLiteratureContemporaryClassics ...more,"First published January 1, 1977",Philip Roth,The Professor of Desire,3.68,"3,813 ratings",299 reviews,"Philip Roth234 books6,874 followers"
GenresFictionHumorClassicsRomanceComing Of AgeNovelsPlays ...more,"First published January 1, 1971",Colin Higgins,Harold and Maude,4.08,"2,701 ratings",265 reviews,Colin Higgins15 books16 followers
GenresHistoryNonfictionFranceWarHolocaustMemoirLiterature ...more,"First published January 1, 1947",Robert Antelme,The Human Race,4.25,328 ratings,39 reviews,Robert Antelme5 books7 followers
GenresFictionNovelsContemporaryMysteryLiterary FictionDeathLiterature ...more,"First published January 1, 1999",Jim Crace,Being Dead,3.72,"5,222 ratings",625 reviews,Jim Crace28 books391 followers
GenresPlaysDramaFictionHistorical FictionTheatreMusicClassics ...more,"First published January 1, 1979",Peter Shaffer,Amadeus,4.16,"18,530 ratings",391 reviews,Peter Shaffer63 books171 followers
GenresScienceNonfictionBiologyEvolutionNatureBirdsHistory ...more,"First published May 3, 1994",Jonathan Weiner,The Beak of the Finch: A Story of Evolution in Our Time,4.17,"9,499 ratings",706 reviews,Jonathan Weiner28 books115 followers
GenresNatureScienceNonfictionReferenceNatural HistoryHistoryBiology ...more,"First published January 1, 1966",Donald Culross Peattie,A Natural History of Trees of Eastern and Central North America,4.45,73 ratings,13 reviews,Donald Culross Peattie103 books16 followers
GenresChinaFictionShort StoriesChinese LiteratureAsian LiteratureNovelsLiterary Fiction ...more,"First published January 1, 1990",Ma Jian,The Noodle Maker,3.41,"1,121 ratings",144 reviews,Ma Jian39 books305 followers
GenresMysteryFictionCrimeClassicsMystery ThrillerDetectiveBritish Literature ...more,"First published June 1, 1944",Agatha Christie,Towards Zero,3.94,"24,692 ratings","1,945 reviews","Agatha Christie4,461 books67.4k followers"
GenresHistoryNonfictionFeminismAnthropologyWomensSpiritualityPhilosophy ...more,"First published January 1, 1987",Riane Eisler,"The Chalice and the Blade: Our History, Our Future",4.18,"3,975 ratings",391 reviews,Riane Eisler34 books171 followers
GenresHorrorYoung AdultFictionThrillerMysteryTeenMystery Thriller ...more,"First published July 1, 1990",Diane Hoh,Funhouse,3.64,"2,119 ratings",166 reviews,Diane Hoh88 books255 followers
GenresHistoryNonfictionLatin AmericanLiteraturePoliticsSpanish LiteratureLatin American Literature ...more,"First published January 1, 1982",Eduardo Galeano,Genesis,4.34,"2,370 ratings",216 reviews,"Eduardo Galeano137 books3,490 followers"
GenresHistorical FictionFictionClassicsAfrican AmericanHistoricalCivil WarAudiobook ...more,"First published January 1, 1966",Margaret Walker,Jubilee,4.37,"6,516 ratings",741 reviews,Margaret Walker63 books166 followers
GenresFantasyFictionClassicsChildrensYoung AdultMiddle GradeJuvenile ...more,"First published January 1, 1946",T.H. White,Mistress Masham's Repose,3.95,"1,900 ratings",217 reviews,"T.H. White111 books1,271 followers"
GenresPicture BooksChildrensAnimalsDragonsFantasyFictionFamily,"First published September 1, 1969",Margaret Mahy,A Lion in the Meadow,4.14,567 ratings,48 reviews,Margaret Mahy395 books272 followers
GenresNonfictionHistoryWarFeminismRussiaWorld War IIWomens ...more,"First published January 1, 1983",Svetlana Alexievich,War's Unwomanly Face,4.51,"34,185 ratings","4,911 reviews","Svetlana Alexievich43 books5,415 followers"
GenresFictionBritish LiteratureContemporaryNovelsLiterary FictionLiteratureWomens ...more,"First published January 1, 1978",Bernice Rubens,A Five Year Sentence,3.85,463 ratings,83 reviews,Bernice Rubens47 books56 followers
GenresFictionHumorMysteryCrimeComedyAudiobookThriller ...more,"First published December 12, 1991",Carl Hiaasen,Lucky You,3.88,"15,346 ratings","1,023 reviews","Carl Hiaasen123 books8,364 followers"
GenresPoetryGreece,"First published January 1, 1971",Manolis Anagnostakis,"Τα ποιήματα, 1941-1971",4.50,232 ratings,17 reviews,Manolis Anagnostakis24 books16 followers
GenresFictionAfrican AmericanMusicMysteryAfrican American LiteratureMystery ThrillerCrime ...more,"First published July 28, 1995",Walter Mosley,R.L.'s Dream,3.85,"1,240 ratings",67 reviews,"Walter Mosley167 books3,575 followers"
GenresHistoryNonfictionChildrensHumorHistoricalMiddle GradeMedieval ...more,"First published January 1, 1997",Terry Deary,Dark Knights and Dingy Castles,4.05,767 ratings,36 reviews,Terry Deary559 books744 followers
GenresFictionEgyptNovelsLiteratureClassicsNobel PrizeEgyptian Literature ...more,"First published January 1, 1967",Naguib Mahfouz,Miramar,3.83,"7,277 ratings",774 reviews,Naguib Mahfouz452 books15.2k followers
GenresPoliticsTheoryNonfictionPhilosophyHistoryLeninRussia ...more,"First published May 1, 1920",Vladimir Lenin,"Left-Wing Communism, an Infantile Disorder: A Popular Essay in Marxian Strategy and Tactics",4.17,"2,595 ratings",197 reviews,"Vladimir Lenin1,839 books1,454 followers"
GenresComicsGraphic NovelsFantasyArtFictionComic BookRetellings ...more,"First published January 1, 1984",Sergio Toppi,Sharaz-De: Tome 1,4.48,645 ratings,86 reviews,Sergio Toppi198 books97 followers
GenresNonfictionHistoryTravelAdventureAnthropologyArchaeologyScience ...more,"First published January 1, 1957",Thor Heyerdahl,Aku-Aku: The Secret of Easter Island,4.01,"1,372 ratings",107 reviews,Thor Heyerdahl83 books290 followers
GenresNonfictionHistoryClassicsPoliticsSociologyLiteratureBiography ...more,"First published January 1, 1937",George Orwell,The Road to Wigan Pier,3.91,"25,115 ratings","2,022 reviews","George Orwell1,406 books45.3k followers"
GenresFictionHistorical FictionChick LitSouthernRomanceAudiobookNovels ...more,"First published January 1, 2000",Anne Rivers Siddons,"Nora, Nora",3.61,"3,259 ratings",190 reviews,"Anne Rivers Siddons47 books1,150 followers"
GenresSciencePicture BooksDinosaursChildrensNonfictionAnimalsHistory ...more,"First published January 1, 1994",Joanna Cole,In The Time Of Dinosaurs,4.19,"2,271 ratings",96 reviews,Joanna Cole512 books187 followers
GenresCrimeMystery,"First published January 1, 1950",Fredric Brown,Le monstre vous salue bien,3.61,67 ratings,9 reviews,Fredric Brown698 books338 followers
GenresHistorical FictionChildrensFictionHistoricalClassicsMiddle GradeYoung Adult ...more,"First published October 1, 1997",Roger Lea MacBride,New Dawn on Rocky Ridge,4.08,"4,743 ratings",62 reviews,Roger Lea MacBride57 books105 followers
GenresHistorical RomanceRomanceHistoricalHistorical FictionRegencyFictionAudiobook ...more,"First published September 8, 1997",Connie Brockway,All Through the Night,3.83,"2,395 ratings",182 reviews,Connie Brockway64 books713 followers
GenresFictionYoung AdultHorrorRomanceGothicThrillerDrama ...more,"First published August 1, 1998",V.C. Andrews,Brooke,3.73,"4,896 ratings",74 reviews,"V.C. Andrews380 books8,385 followers"
GenresScience FictionFictionMysteryThrillerAudiobookCanadaScience Fiction Fantasy ...more,"First published May 1, 1995",Robert J. Sawyer,The Terminal Experiment,3.73,"4,350 ratings",265 reviews,"Robert J. Sawyer199 books2,369 followers"
GenresHumorNonfictionComedyScienceShort StoriesReferenceEvolution ...more,"First published January 1, 2000",Wendy Northcutt,The Darwin Awards: Evolution in Action,3.62,"5,371 ratings",330 reviews,Wendy Northcutt28 books40 followers
GenresHistorical FictionYoung AdultMiddle GradeFictionChildrensHistoricalMedieval ...more,"First published January 1, 2000",Karen Cushman,Matilda Bone,3.77,"3,580 ratings",283 reviews,Karen Cushman34 books673 followers
GenresNovelsFictionLiteratureClassicsEgyptAfricaMedia Tie In ...more,"First published January 1, 1987",Naguib Mahfouz,حديث الصباح والمساء,3.96,"7,386 ratings",896 reviews,Naguib Mahfouz452 books15.2k followers
GenresShort StoriesFictionHistorical FictionLiterary FictionNatureLiteratureHistorical ...more,"First published January 17, 1996",Andrea Barrett,Ship Fever: Stories,4.04,"4,197 ratings",460 reviews,Andrea Barrett46 books316 followers
GenresScience FictionFictionSpeculative FictionFantasySpace OperaScience Fiction FantasyClassics ...more,"First published February 1, 1975",Cordwainer Smith,Norstrilia,4.00,"2,715 ratings",206 reviews,Cordwainer Smith223 books290 followers
GenresScience FictionShort StoriesFictionAnthologiesFantasySpeculative FictionHorror ...more,"First published January 1, 1972",Harlan Ellison,"Again, Dangerous Visions",4.16,"4,191 ratings",126 reviews,"Harlan Ellison1,019 books2,434 followers"
GenresFictionClassicsShort StoriesLiteratureAdventureAmericanAnthologies ...more,"First published January 1, 1968",Jack London,Jack London: Tales of the North,4.19,"1,025 ratings",45 reviews,"Jack London5,986 books7,036 followers"
GenresChristian FictionHistorical FictionRomanceChristianFictionHistoricalChristian Romance ...more,"First published January 1, 1979",Janette Oke,Love's Enduring Promise,4.20,"15,619 ratings",520 reviews,"Janette Oke304 books3,139 followers"
GenresMythologyNonfictionReligionPhilosophyHistoryPsychologySpirituality ...more,"First published January 1, 1968",Joseph Campbell,"The Masks of God, Volume 4: Creative Mythology",4.30,"1,714 ratings",61 reviews,"Joseph Campbell378 books5,594 followers"
GenresMemoirNonfictionHealthIllnessBiographyAutobiographySpirituality ...more,"First published January 1, 1994",Reynolds Price,A Whole New Life: An Illness and a Healing,3.96,380 ratings,42 reviews,Reynolds Price174 books115 followers
GenresScience FictionYoung AdultFictionChildrensFantasyMiddle GradeAliens ...more,"First published July 1, 1998",K.A. Applegate,The Departure,3.98,"4,223 ratings",260 reviews,K.A. Applegate261 books382 followers
GenresFictionClassicsShort StoriesHistorical FictionGermanyLiteratureLGBT ...more,"First published January 1, 1945",Christopher Isherwood,The Berlin Stories,4.04,"12,160 ratings",713 reviews,"Christopher Isherwood177 books1,381 followers"
GenresFictionQueerPoetryLGBTLesbianFeminismNovels ...more,"First published May 1, 1994",Eileen Myles,Chelsea Girls,3.84,"5,885 ratings",662 reviews,Eileen Myles108 books976 followers
GenresHorrorShort StoriesFiction,"First published January 1, 1973",Algernon Blackwood,The Best Supernatural Tales of Algernon Blackwood,4.02,50 ratings,6 reviews,"Algernon Blackwood1,091 books1,057 followers"
GenresFictionAdventureThrillerMysteryActionSuspenseHistorical Fiction ...more,"First published June 1, 1999",Clive Cussler,Serpent,3.98,"12,984 ratings",445 reviews,"Clive Cussler515 books8,087 followers"
GenresWesternsFictionHistorical FictionHistoricalCrimeNovelsAmerican ...more,"First published October 12, 1983",Ron Hansen,The Assassination of Jesse James by the Coward Robert Ford,3.90,"3,369 ratings",372 reviews,Ron Hansen53 books243 followers
GenresFictionHistorical FictionWarWorld War I20th CenturyBritish LiteratureClassics ...more,"First published January 1, 1918",Rebecca West,The Return of the Soldier,3.70,"8,438 ratings",983 reviews,Rebecca West118 books407 followers
GenresHistoryNonfictionWorld War IIWarMilitary FictionMilitary HistoryBiography ...more,"First published January 1, 1951",Winston S. Churchill,Closing the Ring,4.42,"2,048 ratings",72 reviews,"Winston S. Churchill1,218 books2,365 followers"
GenresHorrorYoung AdultThrillerTeenMysterySuspenseParanormal ...more,"First published April 1, 1994",Peter Lerangis,The Yearbook,3.47,572 ratings,71 reviews,Peter Lerangis111 books783 followers
GenresPoetryClassicsThe United States Of AmericaAmericanFictionLiterature,"First published January 1, 1949",Ezra Pound,The Pisan Cantos,4.09,481 ratings,32 reviews,Ezra Pound458 books934 followers
GenresFictionHumorComedyClassicsShort StoriesBritish LiteratureLiterature ...more,"First published February 3, 2000",P.G. Wodehouse,What Ho!,4.46,"1,346 ratings",87 reviews,"P.G. Wodehouse1,341 books6,608 followers"
GenresHistoryNonfictionLatin AmericanLiteratureSpanish LiteraturePoliticsLatin American Literature ...more,"First published January 1, 1984",Eduardo Galeano,Faces and Masks,4.45,"1,293 ratings",84 reviews,"Eduardo Galeano137 books3,490 followers"
GenresPhilosophyTheologyReligionNonfictionChristianityFaithChristian ...more,"First published January 1, 1983",Alvin Plantinga,Faith And Rationality: Reason and Belief in God,4.02,116 ratings,10 reviews,Alvin Plantinga43 books337 followers
GenresNonfictionTravelAdventureMemoirBiographyBiography MemoirAutobiography ...more,"First published June 1, 1972",Robin Lee Graham,Dove,4.21,"3,614 ratings",292 reviews,Robin Lee Graham8 books13 followers
GenresPoetryClassics,"First published January 1, 1972",Yiannis Ritsos,Η Ελένη,4.52,25 ratings,0 reviews,Yiannis Ritsos268 books282 followers
GenresFantasyFictionHumorVampiresComedyScience Fiction FantasyWitches ...more,"First published January 1, 1998",Terry Pratchett,Carpe Jugulum,4.18,"64,145 ratings","1,927 reviews",Terry Pratchett402 books43.6k followers
GenresFictionAdventureClassicsThrillerMysteryHistorical FictionEspionage ...more,"First published January 1, 1919",John Buchan,Mr. Standfast,3.86,"1,896 ratings",181 reviews,"John Buchan1,475 books425 followers"
GenresHistorical FictionFictionSchoolYoung AdultHistoricalMiddle GradeChildrens ...more,"First published January 1, 1961",Eloise Jarvis McGraw,The Golden Goblet,3.82,"9,348 ratings",822 reviews,Eloise Jarvis McGraw34 books292 followers
GenresSciencePicture BooksChildrensNonfictionAnimalsSchoolNature ...more,"First published January 1, 1992",Joanna Cole,On the Ocean Floor,4.31,"6,340 ratings",164 reviews,Joanna Cole512 books187 followers
GenresFictionEssaysLiteratureAmerican20th CenturyShort StoriesPhilosophy,"First published January 1, 1939",Henry Miller,The Cosmological Eye,3.89,330 ratings,12 reviews,"Henry Miller736 books4,863 followers"
GenresFictionHistorical FictionAfrican AmericanNovelsAmericanThe United States Of AmericaHumor ...more,"First published January 1, 1976",Ishmael Reed,Flight to Canada,3.69,"1,295 ratings",107 reviews,Ishmael Reed140 books405 followers
GenresFictionIsraelJewishLiterary Fiction,"First published January 1, 1994",A.B. Yehoshua,Open Heart,3.49,383 ratings,46 reviews,A.B. Yehoshua83 books260 followers
GenresFictionHorrorYoung AdultRomanceGothicThrillerMystery ...more,"First published March 1, 2003",V.C. Andrews,Hidden Leaves,3.86,"2,292 ratings",38 reviews,"V.C. Andrews380 books8,385 followers"
GenresFictionShort StoriesLGBTAmericanaGay FictionContemporaryGay,"First published January 1, 2001",Allan Gurganus,The Practical Heart: Four Novellas,3.74,171 ratings,19 reviews,Allan Gurganus63 books127 followers
GenresScience FictionFictionNovelsScience Fiction Fantasy,"First published January 1, 1993",John E. Stith,Manhattan Transfer,3.73,395 ratings,30 reviews,John E. Stith22 books51 followers
GenresMysteryFictionSuspenseAdventureMystery ThrillerCozy MysteryNovels ...more,"First published January 1, 1979",Dorothy Gilman,The Tightrope Walker,4.07,"1,874 ratings",219 reviews,Dorothy Gilman115 books683 followers
GenresFictionClassicsShort StoriesLiteratureAmericanSouthernNovels ...more,"First published January 1, 1942",William Faulkner,"Go Down, Moses",3.93,"10,201 ratings",606 reviews,"William Faulkner983 books9,672 followers"
GenresYoung AdultMysteryFictionRealistic FictionHistorical FictionThrillerTeen ...more,"First published January 1, 1999",Caroline B. Cooney,Burning Up,3.56,"1,430 ratings",132 reviews,"Caroline B. Cooney125 books1,690 followers"
GenresCookbooksCookingFoodNonfictionReferenceVegetarianFoodie ...more,"First published October 1, 1977",Mollie Katzen,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",3.93,"52,326 ratings",502 reviews,Mollie Katzen33 books128 followers
GenresHistorical FictionLGBTFictionHistoricalClassicsQueerGay ...more,"First published January 1, 1953",Mary Renault,The Charioteer,4.11,"6,086 ratings",686 reviews,"Mary Renault30 books1,510 followers"
GenresFictionAmericanThe United States Of AmericaNovelsLiteratureLiterary FictionClassics ...more,"First published January 1, 1963",Edward Lewis Wallant,The Tenants of Moonbloom,3.87,788 ratings,114 reviews,Edward Lewis Wallant10 books40 followers
GenresFantasyFictionEpic FantasyHeroic FantasyHigh FantasyAdventureSword and Sorcery ...more,"First published August 21, 1986",David Gemmell,Waylander,4.29,"20,510 ratings",506 reviews,"David Gemmell170 books3,335 followers"
GenresMythologyNonfictionReligionHistoryPhilosophyPsychologyAnthropology ...more,"First published January 1, 1964",Joseph Campbell,"The Masks of God, Volume 3: Occidental Mythology",4.32,"1,826 ratings",81 reviews,"Joseph Campbell378 books5,594 followers"
GenresShort StoriesLiteratureFictionEssays,"First published January 1, 1990",Gabriel García Márquez,قصص ضائعة,3.70,651 ratings,142 reviews,Gabriel García Márquez839 books37.7k followers
GenresBiographyNonfictionWorld War IIWarPoliticsGermanyHolocaust ...more,"First published January 1, 1998",Ian Kershaw,Hitler,4.35,"5,796 ratings",442 reviews,Ian Kershaw71 books978 followers
GenresFictionChildrensYoung AdultClassicsTeenLiteratureHistorical ...more,"First published January 1, 1970",George Sari,Το ψέμα,4.02,"1,797 ratings",55 reviews,George Sari43 books81 followers
GenresHistoryBiographyEconomicsNonfictionBusinessFinancePolitics ...more,"First published November 1, 1998",Niall Ferguson,"The House of Rothschild, Vol 1: Money's Prophets, 1798-1848",3.89,"1,596 ratings",100 reviews,"Niall Ferguson85 books3,051 followers"
GenresFictionQueerLGBTPoetryLesbianNovelsGay ...more,"First published November 1, 2000",Eileen Myles,Cool for You,3.86,"1,395 ratings",120 reviews,Eileen Myles108 books976 followers
GenresRomanceParanormalParanormal RomanceAdultM F RomanceFantasyErotica ...more,"First published May 1, 1998",Sara Jarrod,Arranged in Heaven,4.18,67 ratings,16 reviews,Sara Jarrod3 books1 follower
GenresFictionThrillerMilitary FictionAdventureWarActionSuspense ...more,"First published April 15, 1998",Stephen Coonts,Fortunes of War,4.00,"3,071 ratings",47 reviews,Stephen Coonts156 books723 followers
GenresFictionCzech LiteratureClassicsLiteratureWar20th CenturyNovels ...more,"First published January 1, 1965",Bohumil Hrabal,Pociągi pod specjalnym nadzorem,3.74,"11,305 ratings",833 reviews,"Bohumil Hrabal179 books1,204 followers"
GenresFictionItalian LiteratureItalyClassicsNovelsLiteratureMental Health ...more,"First published January 1, 1964",Giuseppe Berto,Il male oscuro,4.20,738 ratings,87 reviews,Giuseppe Berto34 books26 followers
GenresNonfictionFeminismPhilosophyEssaysLiterary CriticismSexualityGender ...more,"First published January 1, 1979",Angela Carter,The Sadeian Woman: And the Ideology of Pornography,4.05,"1,463 ratings",131 reviews,"Angela Carter194 books3,479 followers"
GenresFictionHumorHistorical FictionShort StoriesMilitary FictionLiteratureAdventure ...more,"First published January 1, 1970",George MacDonald Fraser,The General Danced at Dawn,4.21,450 ratings,37 reviews,George MacDonald Fraser85 books665 followers
GenresHistoryNonfictionBiographyEspionageWorld War IIWarHistorical ...more,"First published January 1, 1976",William Stevenson,A Man Called Intrepid,4.29,"4,777 ratings",382 reviews,William Stevenson195 books65 followers
GenresNonfictionMemoirBiographyScienceNatureAnimalsSpirituality ...more,"First published January 1, 1998",Jane Goodall,Reason for Hope: A Spiritual Journey,4.21,"5,194 ratings",599 reviews,"Jane Goodall209 books2,184 followers"
GenresFantasyFictionYoung AdultChildrensAnimalsAdventureMiddle Grade ...more,"First published January 1, 1992",Brian Jacques,Salamandastron,4.10,"30,879 ratings",416 reviews,"Brian Jacques209 books4,122 followers"
GenresFictionHumorClassicsComedyRomanceAudiobookBritish Literature ...more,"First published October 4, 1919",P.G. Wodehouse,A Damsel in Distress,4.10,"6,810 ratings",787 reviews,"P.G. Wodehouse1,341 books6,608 followers"
GenresPhilosophyNonfictionLanguageLinguisticsMetaphysicsLogicClassics ...more,"First published January 1, 1980",Saul A. Kripke,Naming and Necessity,4.00,"4,307 ratings",130 reviews,Saul A. Kripke16 books191 followers
GenresNonfictionScienceHistoryEngineeringPopular ScienceTechnology,"First published January 1, 1999",Simon Singh,The science of secrecy: The secret history of codes and codebreaking,4.24,204 ratings,9 reviews,"Simon Singh31 books1,430 followers"
GenresPoetry,"First published January 1, 1934",Yvan Goll,Μαλαισιακά Τραγούδια,4.61,23 ratings,2 reviews,Yvan Goll65 books15 followers
GenresHealthNonfiction,"First published November 15, 1999",Oliver W.J. Quarrell,Huntington's Disease: The Facts,4.18,17 ratings,1 review,Oliver W.J. Quarrell2 books
GenresClassics20th CenturySwedish LiteratureFictionFamily,"First published January 1, 1930",Agnes von Krusenstjerna,Den blå rullgardinen,3.42,177 ratings,14 reviews,Agnes von Krusenstjerna78 books13 followers
GenresSciencePicture BooksChildrensSpaceNonfictionAstronomySchool ...more,"First published October 1, 1990",Joanna Cole,Lost in the Solar System,4.29,"9,766 ratings",296 reviews,Joanna Cole512 books187 followers
GenresScience FictionFictionDystopiaScience Fiction FantasyNovelsAmericanFantasy ...more,"First published January 1, 1956",Philip K. Dick,The Man Who Japed,3.59,"3,073 ratings",213 reviews,"Philip K. Dick1,757 books20.7k followers"
GenresFictionClassicsHistorical FictionBrazilLiteraturePortuguese LiteratureRomance ...more,"First published January 1, 1949",Erico Verissimo,O Continente - Volume I,4.58,"2,437 ratings",97 reviews,Erico Verissimo94 books354 followers
GenresFictionYoung AdultHorrorRomanceGothicThrillerAdult ...more,"First published December 1, 1999",V.C. Andrews,Star,3.75,"3,361 ratings",59 reviews,"V.C. Andrews380 books8,385 followers"
GenresHistoryNonfictionMemoirPoliticsJournalismBiographyJewish ...more,"First published January 1, 1980",Jacobo Timerman,"Prisoner without a Name, Cell without a Number",3.92,592 ratings,63 reviews,Jacobo Timerman17 books10 followers
